exp_id,num_cores,cpu_clock_GHz,l1i_kb,l1d_kb,l1_assoc,l2_kb,l2_assoc,fetchWidth,decodeWidth,issueWidth,commitWidth,numROBEntries,numIQEntries,LQEntries,SQEntries,branch_predictor
633,4,3.6,128,128,8,512,4,2,12,2,8,64,32,16,32,TournamentBP
634,8,2.6,32,64,2,256,2,8,12,8,2,32,32,8,32,LocalBP
635,4,2.2,128,128,2,512,16,4,8,12,2,32,16,32,64,TAGE
636,1,1.8,16,128,8,2048,16,2,4,8,12,64,64,64,16,LocalBP
637,8,2.8,32,64,4,512,2,8,2,2,8,64,64,32,16,LocalBP
638,16,1.4,32,32,4,256,4,4,12,12,12,192,64,32,32,TAGE
639,16,2.6,128,64,4,1024,2,12,2,8,12,128,32,16,8,TAGE_SC_L_64KB
640,1,2.6,16,16,4,512,2,2,2,8,8,256,16,32,8,BiModeBP
641,8,1.0,64,128,1,2048,8,12,4,12,8,64,64,16,16,TournamentBP
642,8,3.8,32,16,4,128,16,8,8,12,4,256,16,8,64,LocalBP
643,16,1.2,32,64,4,512,8,2,12,8,8,192,64,16,32,TAGE_SC_L_64KB
644,1,1.4,128,64,2,1024,16,12,4,12,8,64,16,64,16,BiModeBP
645,32,3.4,16,128,4,256,4,8,8,2,8,256,96,32,32,BiModeBP
646,1,3.6,128,128,1,2048,16,4,4,8,12,256,64,32,32,LocalBP
647,2,2.6,32,128,1,256,16,4,4,4,4,128,16,8,8,MultiperspectivePerceptron64KB
648,32,3.0,16,32,2,512,8,4,2,4,12,192,64,8,16,TournamentBP
649,4,2.2,32,64,2,128,8,4,8,8,2,128,32,16,8,TAGE_SC_L_64KB
650,4,3.6,128,32,1,1024,16,2,4,8,8,64,64,32,64,LocalBP
651,8,3.2,128,16,2,512,8,4,2,12,4,64,32,32,16,MultiperspectivePerceptron64KB
652,16,3.2,16,128,1,2048,4,4,12,8,2,32,128,8,8,TAGE
653,16,1.2,64,128,8,512,2,2,2,2,12,64,16,8,8,MultiperspectivePerceptron64KB
654,8,1.4,16,32,8,128,8,12,12,8,2,64,128,8,16,BiModeBP
655,1,3.0,128,32,4,2048,8,12,12,8,12,64,16,8,32,TAGE_SC_L_64KB
656,16,4.0,32,64,8,512,2,12,12,4,8,128,64,8,16,TournamentBP
657,16,3.2,128,128,8,2048,8,2,12,2,12,32,128,8,32,TAGE_SC_L_64KB
658,4,1.0,32,128,8,1024,4,12,4,12,8,128,128,8,32,TAGE_SC_L_64KB
659,4,1.4,32,64,2,128,8,4,2,4,8,192,96,64,8,BiModeBP
660,8,1.8,16,128,2,2048,16,4,12,2,8,128,128,32,8,BiModeBP
661,1,2.4,128,32,8,256,16,12,4,12,2,32,128,32,64,LocalBP
662,4,3.2,16,64,4,1024,16,8,12,4,12,192,64,32,64,TournamentBP
663,4,1.6,16,16,2,512,4,12,2,8,2,192,128,8,64,MultiperspectivePerceptron64KB
664,2,3.6,64,16,8,1024,16,4,12,4,12,64,16,16,32,TAGE
665,2,3.2,64,32,1,512,2,4,12,12,2,192,96,64,32,BiModeBP
666,2,3.4,32,64,2,1024,4,8,2,2,4,128,96,32,16,LocalBP
667,16,3.8,64,32,4,2048,4,2,4,12,8,32,32,8,32,TournamentBP
668,2,1.0,16,128,4,1024,16,4,4,8,4,192,16,8,8,LocalBP
669,32,3.2,16,128,2,2048,4,8,2,12,2,192,64,8,64,TournamentBP
670,8,1.8,16,16,1,512,16,8,4,2,4,64,128,16,16,BiModeBP
671,4,2.0,64,16,4,2048,8,2,4,12,2,32,16,8,8,BiModeBP
672,4,1.6,64,16,2,512,2,8,8,12,4,128,16,8,16,TAGE_SC_L_64KB
673,32,2.4,32,16,2,256,16,8,2,2,12,128,64,64,32,TournamentBP
674,1,3.4,64,64,4,512,8,4,8,12,8,256,96,8,8,MultiperspectivePerceptron64KB
675,32,2.4,32,64,8,512,8,12,12,12,8,128,64,64,64,TournamentBP
676,32,1.2,128,128,8,1024,4,12,2,12,8,256,64,32,8,TAGE
677,32,1.0,16,32,2,2048,8,2,8,2,2,32,32,16,64,TAGE
678,1,1.4,32,32,1,256,4,8,12,8,12,256,64,16,16,TournamentBP
679,4,1.0,128,16,4,2048,2,8,8,2,12,128,128,32,32,LocalBP
680,1,3.0,64,128,8,128,8,8,8,12,8,192,128,32,16,BiModeBP
681,32,1.6,16,32,8,2048,16,8,8,4,2,256,32,32,32,TAGE
682,16,3.2,64,32,4,256,16,8,4,2,2,192,16,32,64,TAGE
683,16,1.0,32,32,2,2048,8,2,4,2,2,256,16,16,64,TAGE
684,4,1.8,64,16,4,1024,16,2,2,12,8,32,64,16,16,LocalBP
685,8,2.8,128,16,8,128,4,12,2,12,8,32,32,8,32,TAGE
686,8,1.6,128,128,1,128,2,4,2,8,4,128,32,64,64,TournamentBP
687,4,2.4,64,128,8,256,4,2,4,8,2,256,64,64,16,TAGE_SC_L_64KB
688,16,3.4,32,32,1,256,2,4,4,12,8,64,128,16,16,LocalBP
689,1,4.0,32,16,2,256,4,8,2,8,2,256,16,16,8,TAGE_SC_L_64KB
690,8,1.2,16,64,4,512,8,8,4,12,2,32,32,32,8,TournamentBP
691,8,1.4,64,128,8,1024,4,4,12,2,2,64,128,32,8,TAGE_SC_L_64KB
692,1,2.4,64,64,2,2048,2,4,12,12,8,64,32,8,8,TAGE_SC_L_64KB
693,32,2.8,128,64,4,2048,8,2,4,4,12,64,32,32,64,TournamentBP
694,32,2.8,16,16,8,128,4,4,8,12,12,192,16,64,16,TAGE
695,16,2.8,64,32,8,1024,2,4,12,8,2,32,16,8,16,TAGE_SC_L_64KB
696,1,1.8,64,128,2,256,2,4,2,8,8,32,128,8,32,LocalBP
697,16,2.2,64,128,4,1024,4,8,12,12,2,64,32,16,8,MultiperspectivePerceptron64KB
698,2,2.0,32,32,8,128,2,12,2,12,2,32,32,8,64,TournamentBP
699,1,3.8,64,16,2,1024,4,2,4,2,2,192,32,16,8,BiModeBP
700,1,1.4,64,64,1,256,8,4,8,4,12,256,64,16,32,LocalBP
701,16,2.4,128,16,1,1024,4,4,8,12,4,32,16,32,16,BiModeBP
702,16,1.0,16,16,1,2048,16,2,8,8,2,64,128,8,8,TAGE_SC_L_64KB
703,8,3.4,32,32,4,512,4,4,4,12,4,256,32,16,64,BiModeBP
704,8,1.2,32,16,4,128,2,2,12,2,4,256,64,8,64,TournamentBP
705,2,1.6,128,128,2,512,4,2,8,8,8,256,128,8,16,TAGE_SC_L_64KB
706,16,2.6,64,16,2,1024,2,8,4,2,4,128,96,32,32,MultiperspectivePerceptron64KB
707,8,3.6,64,128,4,128,16,12,2,2,12,128,64,32,64,LocalBP
708,8,1.4,128,16,1,128,16,2,12,4,2,128,16,16,64,MultiperspectivePerceptron64KB
709,8,1.8,32,64,4,128,8,4,8,2,8,192,16,16,64,BiModeBP
710,16,3.4,32,32,4,2048,8,8,12,4,12,192,64,16,64,BiModeBP
711,16,1.6,64,32,8,1024,4,8,8,2,12,256,64,16,8,BiModeBP
712,2,3.6,32,128,4,2048,2,4,8,8,2,32,16,64,64,MultiperspectivePerceptron64KB
713,8,4.0,16,32,2,1024,2,2,4,12,2,32,96,8,16,TAGE
714,4,4.0,128,128,1,512,8,12,12,2,12,192,96,16,8,BiModeBP
715,8,3.2,64,128,2,128,4,2,4,8,2,32,96,64,16,MultiperspectivePerceptron64KB
716,1,2.4,64,16,8,128,2,2,2,2,12,192,64,8,16,TournamentBP
717,16,3.4,64,32,1,256,16,8,2,12,2,32,64,32,32,TAGE
718,32,2.4,64,32,1,128,2,2,2,4,12,256,16,8,32,BiModeBP
719,2,2.0,128,64,4,2048,16,2,8,12,4,32,32,64,64,TAGE
720,16,4.0,64,128,2,128,4,2,4,4,12,192,16,16,32,TAGE_SC_L_64KB
721,32,1.4,16,32,8,128,8,8,12,8,4,128,64,8,64,TAGE_SC_L_64KB
722,1,2.2,128,32,1,256,16,12,4,8,12,32,128,16,8,TAGE
723,4,3.8,64,16,8,512,8,2,8,4,8,128,16,8,16,TAGE
724,8,3.0,128,16,2,256,2,8,4,12,12,192,96,64,8,TAGE
725,16,3.0,64,64,1,256,16,12,12,8,8,256,32,16,8,TAGE
726,2,1.8,128,64,8,1024,16,4,2,8,2,64,16,64,16,MultiperspectivePerceptron64KB
727,8,3.4,128,32,4,512,8,4,8,8,8,192,128,64,32,LocalBP
728,4,4.0,32,16,2,1024,8,12,12,8,2,192,128,32,8,LocalBP
729,4,4.0,16,16,4,1024,16,2,4,12,2,32,32,64,32,TAGE_SC_L_64KB
730,8,3.2,64,32,2,512,16,12,8,4,4,192,32,16,64,TournamentBP
731,32,1.0,64,128,2,2048,4,2,12,12,4,192,64,8,8,TournamentBP
732,4,3.4,32,64,4,2048,8,4,2,8,8,192,16,64,8,TAGE
733,8,3.0,32,128,8,512,2,12,4,2,8,256,16,64,8,BiModeBP
734,4,2.2,128,128,1,128,8,2,2,12,12,128,32,16,16,TAGE
735,32,2.6,32,64,8,128,16,12,8,2,4,32,96,64,64,TAGE
736,8,1.8,32,32,8,256,16,8,4,8,2,192,16,8,32,MultiperspectivePerceptron64KB
737,32,2.6,32,64,2,1024,4,4,8,2,12,256,16,32,64,TournamentBP
738,32,3.2,64,128,1,128,2,12,2,12,12,128,32,32,8,TAGE_SC_L_64KB
739,32,3.6,32,64,1,1024,4,8,8,12,2,64,16,8,8,TAGE_SC_L_64KB
740,4,3.8,32,32,1,128,8,8,2,8,4,192,16,32,32,LocalBP
741,8,3.4,16,32,8,128,16,12,4,8,2,64,64,64,32,MultiperspectivePerceptron64KB
742,4,2.8,16,16,4,128,2,8,2,12,8,192,64,8,32,TAGE
743,32,3.8,16,128,8,2048,2,2,12,12,2,64,96,16,16,TournamentBP
744,16,3.6,32,16,8,128,16,12,12,4,8,128,32,8,16,TAGE
745,1,2.4,128,32,4,256,16,8,8,8,12,32,96,32,8,TournamentBP
746,1,3.6,16,128,8,1024,2,12,12,2,4,128,128,64,8,TAGE
747,4,1.0,16,64,8,128,16,4,8,8,2,256,64,16,8,BiModeBP
748,32,3.2,128,64,8,1024,2,8,12,2,4,256,128,16,8,BiModeBP
749,8,1.8,16,32,1,128,8,2,4,12,4,64,32,32,8,MultiperspectivePerceptron64KB
750,16,2.6,64,64,1,1024,2,4,4,4,12,256,32,16,16,MultiperspectivePerceptron64KB
751,1,3.8,32,32,4,128,8,8,8,12,8,32,16,32,32,BiModeBP
752,8,1.4,16,32,1,2048,16,2,8,2,2,192,64,8,8,TournamentBP
753,1,3.0,128,32,8,256,8,2,8,2,12,128,64,32,32,BiModeBP
754,32,3.8,128,128,1,512,2,2,8,8,2,32,32,32,64,MultiperspectivePerceptron64KB
755,32,3.2,128,32,8,256,2,8,4,4,4,192,16,32,64,TAGE
756,1,1.0,128,128,2,1024,16,12,4,8,4,64,128,32,32,TournamentBP
757,8,3.4,64,128,2,2048,2,8,12,4,2,128,128,16,32,TAGE_SC_L_64KB
758,16,3.2,16,32,8,256,2,8,2,8,4,32,64,8,16,TAGE
759,4,2.4,128,16,2,256,2,4,4,4,4,192,64,64,8,TAGE
760,16,1.6,32,64,4,256,4,8,8,4,12,192,128,16,8,MultiperspectivePerceptron64KB
761,32,3.6,16,16,4,2048,16,12,2,4,12,64,64,16,16,TAGE
762,4,3.2,16,16,4,512,8,12,4,8,2,64,128,16,32,TAGE_SC_L_64KB
763,16,3.4,64,16,2,512,8,8,12,12,8,64,64,16,8,BiModeBP
764,1,1.4,32,32,1,2048,4,4,4,12,12,64,16,64,8,TAGE_SC_L_64KB
765,32,1.6,32,32,1,1024,16,2,12,2,2,64,32,32,64,TAGE_SC_L_64KB
766,4,2.8,128,64,8,512,2,4,12,2,8,192,96,16,16,BiModeBP
767,32,1.2,32,32,1,1024,16,2,2,4,4,64,64,32,8,TournamentBP
768,2,1.8,64,16,8,256,8,12,4,4,8,64,32,64,32,TournamentBP
769,16,3.6,32,16,2,1024,8,8,12,12,8,64,128,64,16,TAGE_SC_L_64KB
770,16,1.0,32,128,2,256,4,8,12,12,12,32,64,16,64,TournamentBP
771,16,3.8,32,32,4,512,4,12,8,12,8,32,64,32,8,TAGE
772,1,1.2,64,128,2,512,4,12,4,2,2,32,32,8,32,MultiperspectivePerceptron64KB
773,4,2.4,16,32,1,512,8,2,2,2,8,192,32,32,16,TAGE
774,4,2.4,128,16,4,256,2,8,12,12,12,32,32,16,64,TAGE
775,8,3.0,128,64,1,256,2,2,8,4,12,256,96,32,16,LocalBP
776,32,2.4,128,32,4,256,16,8,12,2,8,32,32,16,8,LocalBP
777,8,3.4,16,64,2,1024,8,4,2,4,8,128,16,64,8,TournamentBP
778,2,2.8,32,128,4,2048,8,8,2,2,4,64,96,32,64,TournamentBP
779,2,2.6,32,64,4,256,4,8,12,2,2,256,32,16,32,TAGE_SC_L_64KB
780,4,2.8,128,128,4,256,4,12,2,4,4,192,64,8,32,MultiperspectivePerceptron64KB
781,2,1.8,64,16,1,256,16,12,4,4,2,128,96,8,8,TournamentBP
782,16,1.6,32,64,1,256,2,8,8,4,2,128,16,32,16,MultiperspectivePerceptron64KB
783,8,3.8,64,128,2,128,8,4,12,4,12,64,32,32,8,TAGE
784,1,3.8,64,16,8,128,2,8,12,4,4,32,32,64,8,MultiperspectivePerceptron64KB
785,1,1.0,32,128,1,128,16,2,4,12,4,192,96,16,16,TAGE
786,32,2.6,32,128,1,2048,2,12,8,8,8,64,32,16,32,TournamentBP
787,32,3.0,16,16,4,2048,8,12,8,4,2,192,16,64,32,TAGE
788,4,3.6,32,32,8,128,8,12,2,12,8,64,128,32,32,TournamentBP
789,32,1.4,128,128,1,256,16,12,8,12,12,256,96,16,64,TAGE_SC_L_64KB
790,1,1.6,32,32,8,1024,8,2,12,2,12,64,64,32,64,TAGE_SC_L_64KB
791,16,2.6,128,64,4,128,16,2,12,8,4,128,128,64,16,TournamentBP
792,8,3.0,32,32,8,256,2,12,12,4,8,256,32,8,16,TournamentBP
793,1,3.6,64,32,2,128,16,12,12,4,2,256,32,16,8,TAGE
794,8,3.6,64,32,4,512,2,8,8,4,2,128,16,16,8,LocalBP
795,4,3.8,64,64,1,2048,4,8,4,8,2,256,128,64,64,TAGE_SC_L_64KB
796,1,2.6,16,64,2,1024,4,12,4,8,8,192,96,16,32,TAGE_SC_L_64KB
797,8,3.0,128,16,4,512,4,12,12,4,4,256,128,8,64,BiModeBP
798,16,2.8,32,128,8,2048,4,12,8,2,12,64,32,32,32,MultiperspectivePerceptron64KB
799,32,1.2,16,64,1,2048,4,8,2,2,8,128,96,16,16,TAGE
800,1,1.6,128,64,4,1024,2,2,2,12,12,192,32,8,8,LocalBP
801,2,2.6,16,16,2,256,8,4,2,12,8,128,32,16,32,TAGE
802,16,2.6,64,32,2,512,4,4,2,2,4,192,16,32,8,MultiperspectivePerceptron64KB
803,16,1.8,128,32,2,128,4,4,2,12,4,256,96,16,8,TournamentBP
804,16,3.4,128,16,1,2048,8,12,12,2,4,32,128,32,32,BiModeBP
805,4,1.6,128,16,1,1024,2,12,2,4,4,64,64,32,8,MultiperspectivePerceptron64KB
806,4,1.0,32,64,2,1024,4,12,8,2,2,192,32,16,16,TournamentBP
807,16,3.0,32,64,2,512,8,2,12,8,12,128,16,16,16,TAGE_SC_L_64KB
808,4,3.6,64,32,8,1024,8,12,12,4,12,192,64,8,8,MultiperspectivePerceptron64KB
809,4,1.8,128,64,4,1024,2,12,4,8,4,256,16,32,16,TAGE
810,16,3.8,128,16,4,2048,8,8,2,8,4,192,96,8,64,LocalBP
811,32,1.4,32,16,1,128,16,12,8,2,4,32,16,16,8,TAGE_SC_L_64KB
812,1,2.2,128,16,4,512,4,4,8,8,12,192,96,16,64,TournamentBP
813,4,3.2,32,128,1,256,8,8,8,12,4,32,32,8,16,TAGE
814,16,3.4,64,16,1,512,8,2,2,12,12,128,96,32,16,TournamentBP
815,1,1.4,32,16,4,2048,2,2,4,12,8,192,16,8,32,TAGE_SC_L_64KB
816,1,4.0,128,64,2,256,2,4,4,12,12,32,128,64,32,LocalBP
817,1,1.4,128,16,8,256,8,12,12,2,4,256,96,32,16,MultiperspectivePerceptron64KB
818,8,1.8,128,128,2,2048,2,12,12,12,4,192,16,8,32,LocalBP
819,1,1.0,16,32,8,512,16,12,4,12,4,128,16,8,64,TAGE_SC_L_64KB
820,16,3.0,16,128,8,256,8,4,12,2,8,192,128,32,64,LocalBP
821,1,3.8,16,128,8,256,8,2,12,2,4,192,32,16,8,BiModeBP
822,8,2.2,32,32,8,2048,8,4,8,4,8,192,16,64,64,TAGE_SC_L_64KB
823,4,4.0,16,32,1,256,16,2,4,4,8,64,64,8,32,BiModeBP
824,16,3.8,64,64,4,256,2,4,2,4,12,128,16,64,8,TAGE
825,16,3.4,64,32,1,512,4,4,8,4,2,32,16,8,16,MultiperspectivePerceptron64KB
826,1,3.4,16,128,1,1024,4,2,2,2,12,128,16,64,8,TAGE_SC_L_64KB
827,16,3.2,128,32,2,512,4,2,12,12,2,128,64,32,32,TournamentBP
828,16,3.0,32,64,4,2048,8,2,12,12,8,64,128,16,32,TournamentBP
829,1,2.6,64,16,1,128,16,4,12,12,12,32,32,32,16,LocalBP
830,16,1.0,64,32,1,1024,16,2,4,2,8,64,32,16,8,TAGE
831,16,2.2,64,64,2,512,8,8,4,12,4,256,32,8,8,TAGE
832,8,3.0,64,128,2,512,2,8,2,8,12,128,16,32,16,MultiperspectivePerceptron64KB
833,16,2.2,32,32,1,512,16,8,2,8,12,32,96,32,64,MultiperspectivePerceptron64KB
834,2,3.0,16,64,1,1024,16,8,8,8,4,256,32,8,8,TAGE
835,8,2.8,16,64,8,2048,8,12,12,2,12,64,128,16,64,LocalBP
836,8,1.8,32,16,2,128,2,12,8,8,4,64,64,8,32,BiModeBP
837,1,1.2,64,32,1,256,2,8,4,8,4,128,128,64,16,BiModeBP
838,8,2.0,16,16,2,1024,8,4,4,12,4,256,32,16,8,TournamentBP
839,16,1.4,128,16,1,256,2,4,4,2,2,192,96,32,64,TAGE_SC_L_64KB
840,1,1.2,32,128,8,2048,4,8,2,8,8,256,64,8,8,TAGE
841,32,2.4,16,32,1,1024,2,4,2,12,12,32,128,32,16,LocalBP
842,8,3.2,32,64,2,128,2,12,4,12,12,128,64,8,64,BiModeBP
843,1,1.8,128,128,4,128,16,4,8,2,2,32,16,32,64,MultiperspectivePerceptron64KB
844,16,3.2,16,128,1,2048,4,4,2,4,8,32,16,64,32,TournamentBP
845,2,1.0,128,64,4,256,16,4,4,4,4,192,96,8,8,TAGE_SC_L_64KB
846,1,3.4,128,64,4,256,4,4,2,12,2,256,32,16,8,TournamentBP
847,2,2.2,128,16,8,2048,16,4,4,2,12,64,64,64,64,MultiperspectivePerceptron64KB
848,4,2.2,64,64,2,128,4,8,2,2,4,32,16,32,8,LocalBP
849,32,3.4,16,32,4,2048,2,4,8,12,4,32,16,16,64,BiModeBP
850,2,1.0,64,64,1,2048,2,4,2,12,8,32,128,64,16,TAGE
851,2,2.4,32,32,4,1024,4,12,8,12,8,128,128,32,8,TAGE_SC_L_64KB
852,8,3.8,32,128,1,1024,4,4,8,8,2,256,32,32,16,BiModeBP
853,16,2.4,32,64,2,1024,16,2,12,2,2,256,128,32,32,TournamentBP
854,1,1.4,16,64,2,128,16,4,2,2,8,192,128,8,16,TAGE
855,2,1.6,128,16,2,2048,2,12,12,12,12,192,64,64,32,LocalBP
856,4,1.8,128,32,1,256,8,12,8,12,4,192,64,16,8,TAGE
857,16,2.8,32,64,1,1024,8,2,4,8,4,192,128,32,8,BiModeBP
858,16,3.0,64,16,4,512,8,12,4,8,4,32,96,32,16,TAGE
859,4,1.0,128,32,1,2048,16,12,4,8,2,64,128,32,32,MultiperspectivePerceptron64KB
860,1,2.8,16,32,1,256,2,4,12,2,2,256,96,8,64,TAGE_SC_L_64KB
861,2,2.2,64,32,4,256,16,12,8,4,4,128,64,16,64,TournamentBP
862,16,2.6,64,16,4,1024,8,2,8,12,4,64,16,64,64,TAGE
863,8,1.4,16,32,4,1024,2,2,2,2,2,128,64,64,64,MultiperspectivePerceptron64KB
864,1,3.4,32,128,4,512,16,8,8,2,8,128,32,16,16,TAGE_SC_L_64KB
865,4,1.6,32,64,1,1024,16,8,12,8,4,32,64,64,64,TournamentBP
866,2,3.8,32,128,8,1024,4,12,12,4,4,128,96,64,64,TAGE
867,4,2.2,16,128,1,256,4,12,4,12,4,64,16,8,32,MultiperspectivePerceptron64KB
868,2,3.4,16,128,2,256,16,2,2,12,4,32,96,64,32,LocalBP
869,2,1.8,16,32,4,256,2,8,2,4,2,32,16,64,64,LocalBP
870,8,3.8,32,16,1,512,4,2,4,8,12,32,32,32,32,BiModeBP
871,16,4.0,16,32,4,2048,16,4,12,8,12,192,128,64,32,MultiperspectivePerceptron64KB
872,32,2.2,128,32,2,512,2,4,4,12,12,192,96,32,64,TournamentBP
873,2,2.6,64,16,8,1024,4,2,4,4,2,256,16,64,8,MultiperspectivePerceptron64KB
874,4,1.0,64,32,8,128,8,8,4,8,8,192,32,32,16,LocalBP
875,4,3.2,128,64,2,2048,8,8,12,2,12,192,128,32,32,MultiperspectivePerceptron64KB
876,4,2.0,64,128,2,1024,2,4,2,12,4,64,32,16,8,TournamentBP
877,32,2.8,128,128,1,2048,2,12,12,8,12,32,128,32,64,TAGE
878,16,2.6,64,64,1,2048,8,2,2,4,12,192,128,64,8,TAGE
879,4,2.4,64,128,8,1024,16,2,2,8,8,32,128,8,64,TAGE
880,4,1.6,32,64,4,256,4,4,2,2,2,128,96,16,32,TournamentBP
881,1,3.6,64,32,8,128,4,8,12,2,4,32,32,16,64,LocalBP
882,16,2.0,128,128,8,1024,16,2,12,4,8,192,16,32,64,TAGE
883,4,2.2,32,64,1,1024,16,12,8,2,4,128,96,32,16,LocalBP
884,2,3.8,16,128,8,512,2,12,8,4,12,128,32,64,32,TAGE_SC_L_64KB
885,1,3.8,32,128,8,256,16,4,4,4,12,192,96,8,32,TournamentBP
886,32,2.2,32,32,8,512,16,8,4,8,4,32,16,16,8,TAGE_SC_L_64KB
887,8,3.6,16,16,4,256,16,12,12,12,2,192,128,32,8,LocalBP
888,32,2.8,128,128,8,128,2,4,4,12,8,64,128,16,16,LocalBP
889,2,2.6,16,16,2,2048,8,4,4,8,12,128,32,16,16,TAGE
890,2,3.0,128,64,4,256,2,12,12,4,8,64,16,64,16,BiModeBP
891,16,2.8,16,16,8,1024,16,4,2,4,12,192,96,8,32,TournamentBP
892,8,1.2,32,64,1,512,16,2,4,2,8,256,128,64,64,TAGE
893,8,2.4,32,64,1,128,8,2,12,8,12,32,96,32,64,MultiperspectivePerceptron64KB
894,32,3.2,32,16,2,512,8,8,8,2,12,32,64,16,8,LocalBP
895,4,2.0,16,16,4,2048,2,12,12,4,8,256,16,16,8,TournamentBP
896,2,2.6,64,16,4,1024,16,12,8,4,12,128,16,8,64,MultiperspectivePerceptron64KB
897,8,2.2,32,32,1,512,2,2,2,4,2,64,96,8,32,TAGE_SC_L_64KB
898,8,2.4,64,64,4,2048,4,12,12,8,8,64,64,64,8,BiModeBP
899,4,1.0,16,128,8,512,4,8,12,12,8,128,64,8,32,LocalBP
900,4,1.0,16,64,1,128,2,4,2,2,4,256,128,32,16,BiModeBP
901,8,2.4,128,32,2,128,8,12,8,4,12,32,128,64,32,TAGE
902,4,3.0,16,64,8,256,4,12,8,8,12,128,64,64,16,TAGE_SC_L_64KB
903,16,4.0,64,64,2,512,4,4,2,8,12,32,16,16,8,BiModeBP
904,4,1.8,32,16,2,256,4,4,8,8,4,64,96,16,16,TAGE
905,32,2.0,16,16,2,1024,2,8,8,2,4,128,32,32,32,TAGE_SC_L_64KB
906,16,2.8,64,128,8,128,16,2,4,12,4,192,32,16,64,LocalBP
907,4,3.2,64,64,2,1024,8,4,8,12,8,128,16,8,16,BiModeBP
908,8,1.8,64,32,1,2048,16,12,12,4,8,128,128,64,32,MultiperspectivePerceptron64KB
909,32,2.8,64,16,1,512,8,2,8,8,8,64,16,16,32,MultiperspectivePerceptron64KB
910,32,1.2,128,64,2,128,2,2,8,4,8,192,128,64,32,TAGE_SC_L_64KB
911,16,3.0,128,32,1,256,8,8,12,8,4,128,64,64,8,MultiperspectivePerceptron64KB
912,4,3.8,128,32,1,128,4,8,12,4,4,32,16,64,16,TAGE
913,1,2.8,16,32,8,128,16,4,8,8,2,64,32,16,32,LocalBP
914,32,3.6,16,32,1,2048,8,4,12,2,8,256,16,32,16,BiModeBP
915,1,3.6,128,128,2,256,2,2,8,2,8,64,32,64,16,BiModeBP
916,2,3.4,32,64,2,512,16,4,12,12,12,192,32,32,8,LocalBP
917,16,3.2,16,16,4,1024,8,2,12,2,12,256,96,32,8,LocalBP
918,16,2.0,128,64,4,512,8,2,12,4,12,128,16,64,64,LocalBP
919,4,2.6,64,128,8,128,16,12,2,2,8,64,32,16,64,TAGE
920,4,1.4,64,32,2,512,4,4,8,2,8,128,32,16,8,MultiperspectivePerceptron64KB
921,8,1.8,32,64,4,256,8,2,12,8,12,64,96,64,32,TournamentBP
922,32,3.4,128,16,1,1024,16,2,8,4,2,128,16,64,8,TAGE
923,2,4.0,128,16,4,256,8,12,4,12,12,32,32,32,32,TAGE
924,16,1.2,64,16,8,1024,4,2,2,2,2,64,32,16,32,TournamentBP
925,2,3.4,32,64,8,128,16,12,8,12,2,32,16,32,8,LocalBP
926,32,4.0,32,32,8,1024,4,2,12,12,8,128,32,8,8,TournamentBP
927,32,2.6,128,64,2,1024,4,2,8,4,2,32,32,32,8,BiModeBP
928,4,4.0,128,32,1,2048,16,2,8,4,12,32,32,64,16,TAGE_SC_L_64KB
929,1,3.8,128,32,1,512,8,8,8,8,4,32,96,8,16,TournamentBP
930,32,3.6,64,32,4,2048,16,8,4,4,8,32,64,16,32,MultiperspectivePerceptron64KB
931,1,3.4,64,16,1,128,4,8,8,8,4,256,96,16,8,MultiperspectivePerceptron64KB
932,4,1.2,32,16,4,1024,2,2,4,2,8,32,128,64,8,TAGE
933,2,2.2,32,64,1,128,16,8,12,4,2,32,96,64,16,MultiperspectivePerceptron64KB
934,2,2.2,16,64,2,2048,4,4,8,2,8,64,16,32,16,TournamentBP
935,32,1.8,64,32,1,256,16,4,4,12,8,64,96,64,16,BiModeBP
936,2,3.0,16,16,8,128,16,2,2,12,12,192,96,32,32,TournamentBP
937,2,2.0,64,16,4,128,16,12,2,4,12,128,64,16,64,BiModeBP
938,8,2.8,128,128,8,512,4,4,4,8,2,128,16,8,16,TAGE_SC_L_64KB
939,2,1.0,16,16,4,512,16,4,12,12,4,64,64,8,64,BiModeBP
940,1,3.4,128,16,8,512,8,2,2,2,8,192,128,8,8,LocalBP
941,16,1.8,32,128,4,2048,16,8,4,4,8,192,16,16,64,TournamentBP
942,1,3.6,64,64,1,1024,2,2,4,2,4,128,64,8,16,MultiperspectivePerceptron64KB
943,32,3.2,64,64,8,2048,4,4,12,4,4,192,64,16,16,BiModeBP
944,2,2.0,128,64,8,1024,2,2,8,12,4,32,64,8,32,TournamentBP
945,1,2.6,128,64,1,128,16,2,4,12,2,128,64,64,32,TournamentBP
946,4,2.4,16,128,1,1024,8,4,2,4,2,128,128,64,64,TournamentBP
947,2,1.8,64,16,1,1024,4,2,4,8,12,32,64,8,16,TournamentBP
948,8,2.6,128,64,4,1024,8,2,12,2,4,128,32,16,32,TAGE
949,8,1.2,64,32,4,128,2,8,8,4,8,64,64,16,16,LocalBP
950,16,2.4,64,64,1,2048,2,8,12,4,2,128,16,64,32,TournamentBP
951,8,3.0,16,128,2,2048,8,12,8,4,12,128,64,64,16,MultiperspectivePerceptron64KB
952,4,1.0,64,16,8,2048,8,2,8,12,8,32,96,8,32,LocalBP
